#ボスID,キャラID,#,
#,,#,
#,,#,
47028007,60400021,#,
47028008,60400021,#,
,,#,
47028009,60400021,#,
47028010,60400021,#,
47028011,60400021,#,
,,#,
47028012,60400021,#,
47028013,60400021,#,
47028014,60400021,#,
,,#,
47028015,60400021,#,
47028016,60400021,#,
47028017,60400021,#,
,,#,
47028018,60400021,#,
47028019,60400021,#,
47028020,60400021,#,
,,#,
47028021,60400021,#,
47028022,60400021,#,
47028023,60400021,#,
,,#,
47028024,60400021,#,
47028025,60400021,#,
47028026,60400021,#,
,,#,
47028027,60400021,#,
47028028,60400021,#,
47028029,60400021,#,
,,#,
47028030,60400021,#,
47028031,60400021,#,
47028032,60400021,#,
,,#,
47028033,60400021,#,
47028034,60400021,#,
47028035,60400021,#,
,,#,
47028036,60400021,#,
47028037,60400021,#,
47028038,60400021,#,
,,#,
47028039,60400021,#,
47028040,60400021,#,
47028041,60400021,#,
,,#,
,,#,
48001001,10109017,#,
48001002,10123035,#,
48001003,10105018,#,
48001004,10121024,#,
48001005,10131019,#,
48001006,10135023,#,
48001007,10137023,#,
,,#,
48002001,10137027,#,
48002002,10117017,#,
48002003,10129019,#,
48002004,10107018,#,
48002005,10134021,#,
48002006,10110011,#,
48002007,10120029,#,
,,#,
48003001,10125024,#,
48003002,10135027,#,
48003003,10124018,#,
48003004,10130021,#,
48003005,10134023,#,
48003006,10123029,#,
48003007,10125020,#,
,,#,
48004001,10133031,#,
48004002,10137025,#,
48004003,10117019,#,
48004004,10130019,#,
48004005,10124020,#,
48004006,10135021,#,
48004007,10127021,#,
,,#,
,,#,
,,#,
49000103,10121024,#,
,,#,
49000203,10121029,#,
,,#,
49000303,10121020,#,
,,#,
49000403,10121031,#,
,,#,
,,#,
49001105,10121025,#,
,,#,
49001203,10121021,#,
,,#,
49001305,10121025,#,
,,#,
49001403,10121021,#,
,,#,
,,#,
49001503,60400002,#,
,,#,
49001513,60400002,#,
,,#,
49001523,60400002,#,
,,#,
49001535,60400002,#,
,,#,
49001545,60400002,#,
,,#,
,,#,
49001603,60400003,#,
,,#,
49001615,60400003,#,
,,#,
49001623,60400003,#,
,,#,
49001633,60400003,#,
,,#,
49001645,60400003,#,
,,#,
,,#,
49001703,60400004,#,
,,#,
49001713,60400004,#,
,,#,
49001725,60400004,#,
,,#,
49001735,60400004,#,
,,#,
49001743,60400004,#,
,,#,
,,#,
49001803,60400005,#,
,,#,
49001813,60400005,#,
,,#,
49001823,60400005,#,
,,#,
49001835,60400005,#,
,,#,
49001845,60400005,#,
,,#,
,,#,
,,#,
70001002,60000110,#,
70001003,60000110,#,
70001004,60000110,#,
,,#,
70002002,60000120,#,
70002003,60000120,#,
70002004,60000120,#,
,,#,
70003002,60000130,#,
70003003,60000130,#,
70003004,60000130,#,
,,#,
70004002,60000140,#,
70004003,60000140,#,
70004004,60000140,#,
,,#,
,,#,
70005001,60000171,#,
70005003,60000171,#,
70005004,60000171,#,
,,#,
70006001,60000172,#,
70006003,60000172,#,
70006004,60000172,#,
,,#,
70007001,60000173,#,
70007003,60000173,#,
70007004,60000173,#,
,,#,
70008001,60000174,#,
70008003,60000174,#,
70008004,60000174,#,
,,#,
70009001,60000175,#,
70009003,60000175,#,
70009004,60000175,#,
,,#,
70010001,60000176,#,
70010003,60000176,#,
70010004,60000176,#,
,,#,
70011001,60000177,#,
70011003,60000177,#,
70011004,60000177,#,
,,#,
,,#,
,,#,
75001003,60400009,#,
75001004,60400009,#,
,,#,
,,#,
76001003,,#,
76001004,,#,
76001005,,#,
76001103,,#,
76001104,,#,
76001105,,#,
,,#,
,,#,
#76002003,,#,
#76002004,,#,
#76002005,,#,
#76002103,,#,
#76002104,,#,
#76002105,,#,
,,#,
,,#,
#76003003,,#,
#76003004,,#,
#76003005,,#,
#76003103,,#,
#76003104,,#,
#76003105,,#,
,,#,
,,#,
82000001,20000001,#,
82000002,20000001,#,
82000003,20000001,#,
82000004,20000001,#,
,,#,
82000101,20000001,#,
82000102,20000001,#,
82000103,20000001,#,
,,#,
82000201,10121054,#,
82000202,10121054,#,
82000203,10121054,#,
,,#,
82000301,10121054,#,
82000302,10121054,#,
82000303,10121054,#,
,,#,
82000401,60400001,#,
82000402,60400001,#,
82000403,60400001,#,
,,#,
82000501,10141047,#,
82000502,10141047,#,
82000503,10141047,#,
,,#,
82000601,60400012,#,
82000602,60400012,#,
82000603,60400012,#,
,,#,
82000701,10150113,#,
82000702,10150113,#,
82000703,10150113,#,
,,#,
82000801,10161070,#,
82000802,10161070,#,
82000803,10161070,#,
82000804,10161070,#,
,,#,
82000901,10166108,#,
82000902,10166108,#,
82000903,10166108,#,
82000904,10166108,#,
,,#,
82001001,60400012,#,
82001002,60400012,#,
82001003,60400012,#,
82001004,60400012,#,
,,#,
,,#,
83000003,60100001,#,
83000005,60100001,#,
83000006,60100001,#,
,,#,
83000013,60100001,#,
83000015,60100001,#,
83000016,60100001,#,
,,#,
,,#,
83000107,60300402,#,
,,#,
83000207,60200504,#,
,,#,
83000307,60600204,#,
,,#,
83000407,60600301,#,
83000507,60600301,#,
,,#,
83000607,60600301,#,
83000707,60600301,#,
,,#,
83000807,60201005,#,
83000907,60201005,#,
,,#,
83001007,60200133,#,
83001107,60200133,#,
,,#,
83001207,60200512,#,
83001307,60200512,#,
,,#,
83001408,10125058,#,
83001508,10125058,#,
83001418,10125058,#,
83001518,10125058,#,
,,#,
83001607,10116034,#,
83001706,10116034,#,
83001707,10116034,#,
,,#,
83001807,10000300,#,
83001906,10000300,#,
83001907,10000300,#,
,,#,
83002207,60300404,#,
83002306,60300404,#,
83002307,60300404,#,
83002317,60300404,#,
,,#,
83002407,60201501,#,
83002506,60201501,#,
83002507,60201501,#,
83002517,60201501,#,
,,#,
83002608,60200504,#,
83002718,60200504,#,
,,#,
83002808,60200135,#,
83002918,60200135,#,
,,#,
83003008,60201304,#,
83003118,60201304,#,
,,#,
83003208,10116034,#,
83003318,10116034,#,
,,#,
83003408,10109007,#,
83003518,10109007,#,
,,#,
83003608,,#,
83003718,,#,
,,#,
83003808,,#,
83003918,,#,
,,#,
83004008,,#,
83004118,,#,
,,#,
83004208,,#,
83004318,,#,
,,#,
83004408,,#,
83004518,,#,
,,#,
83004608,,#,
83004718,,#,
,,#,
,,#,
,,#,
84000001,60100002,#,
84000002,60100002,#,
84000003,60100002,#,
,,#,
84000011,60100002,#,
84000012,60100002,#,
84000013,60100002,#,
,,#,
84000023,60100002,#,
84000024,60100002,#,
84000025,60100002,#,
,,#,
84000031,60100002,#,
84000032,60100002,#,
84000033,60100002,#,
,,#,
84000043,60100002,#,
84000044,60100002,#,
84000045,60100002,#,
,,#,
,,#,
84000103,60100003,#,
84000104,60100003,#,
,,#,
84000111,60100003,#,
84000112,60100003,#,
84000113,60100003,#,
,,#,
84000121,60100003,#,
84000122,60100003,#,
84000123,60100003,#,
,,#,
84000131,60100003,#,
84000132,60100003,#,
84000133,60100003,#,
,,#,
84000143,60100003,#,
84000144,60100003,#,
,,#,
,,#,
84000201,60100004,#,
84000202,60100004,#,
84000203,60100004,#,
,,#,
84000213,60100004,#,
84000214,60100004,#,
84000215,60100004,#,
,,#,
84000221,60100004,#,
84000222,60100004,#,
84000223,60100004,#,
,,#,
84000233,60100004,#,
84000234,60100004,#,
84000235,60100004,#,
,,#,
84000241,60100004,#,
84000242,60100004,#,
84000243,60100004,#,
,,#,
,,#,
84000301,60100005,#,
84000302,60100005,#,
84000303,60100005,#,
,,#,
84000311,60100005,#,
84000312,60100005,#,
,,#,
84000321,60100005,#,
84000322,60100005,#,
,,#,
84000331,60100005,#,
84000332,60100005,#,
84000333,60100005,#,
,,#,
84000341,60100005,#,
84000342,60100005,#,
84000343,60100005,#,
,,#,
,,#,
84000403,60100007,#,
84000404,60100007,#,
,,#,
84000411,60100007,#,
84000412,60100007,#,
84000413,60100007,#,
,,#,
84000421,60100007,#,
84000422,60100007,#,
84000423,60100007,#,
,,#,
84000433,60100007,#,
84000434,60100007,#,
,,#,
84000441,60100007,#,
84000442,60100007,#,
84000443,60100007,#,
,,#,
,,#,
84000501,60100008,#,
84000502,60100008,#,
84000503,60100008,#,
,,#,
84000511,60100008,#,
84000512,60100008,#,
84000513,60100008,#,
,,#,
84000523,60100008,#,
84000524,60100008,#,
,,#,
84000531,60100008,#,
84000532,60100008,#,
84000533,60100008,#,
,,#,
84000543,60100008,#,
84000544,60100008,#,
,,#,
,,#,
84000603,60100006,#,
84000604,60100006,#,
84000605,60100006,#,
,,#,
84000611,60100006,#,
84000612,60100006,#,
84000613,60100006,#,
,,#,
84000621,60100006,#,
84000622,60100006,#,
84000623,60100006,#,
,,#,
84000633,60100006,#,
84000634,60100006,#,
84000635,60100006,#,
,,#,
84000641,60100006,#,
84000642,60100006,#,
84000643,60100006,#,
,,#,
,,#,
84000703,60100010,#,
84000704,60100010,#,
84000705,60100010,#,
,,#,
84000711,60100010,#,
84000712,60100010,#,
84000713,60100010,#,
,,#,
84000721,60100010,#,
84000722,60100010,#,
84000723,60100010,#,
,,#,
84000731,60100010,#,
84000732,60100010,#,
84000733,60100010,#,
,,#,
84000743,60100010,#,
84000744,60100010,#,
84000745,60100010,#,
,,#,
,,#,
84000801,60100009,#,
84000802,60100009,#,
84000803,60100009,#,
,,#,
84000811,60100009,#,
84000812,60100009,#,
84000813,60100009,#,
,,#,
84000823,60100009,#,
84000824,60100009,#,
,,#,
84000833,60100009,#,
84000834,60100009,#,
,,#,
84000841,60100009,#,
84000842,60100009,#,
84000843,60100009,#,
,,#,
,,#,
84000901,60100012,#,
84000902,60100012,#,
84000903,60100012,#,
,,#,
84000913,60100012,#,
84000914,60100012,#,
84000915,60100012,#,
,,#,
84000921,60100012,#,
84000922,60100012,#,
84000923,60100012,#,
,,#,
84000933,60100012,#,
84000934,60100012,#,
84000935,60100012,#,
,,#,
84000941,60100012,#,
84000942,60100012,#,
84000943,60100012,#,
,,#,
,,#,
84001001,60100013,#,
84001002,60100013,#,
84001003,60100013,#,
,,#,
84001011,60100013,#,
84001012,60100013,#,
84001013,60100013,#,
,,#,
84001023,60100013,#,
84001024,60100013,#,
84001025,60100013,#,
,,#,
84001033,60100013,#,
84001034,60100013,#,
84001035,60100013,#,
,,#,
84001041,60100013,#,
84001042,60100013,#,
84001043,60100013,#,
,,#,
,,#,
84001101,60100014,#,
84001102,60100014,#,
84001103,60100014,#,
,,#,
84001111,60100014,#,
84001112,60100014,#,
84001113,60100014,#,
,,#,
84001123,60100014,#,
84001125,60100014,#,
,,#,
84001133,60100014,#,
84001135,60100014,#,
,,#,
84001141,60100014,#,
84001142,60100014,#,
84001143,60100014,#,
,,#,
,,#,
84001203,60100015,#,
84001204,60100015,#,
84001205,60100015,#,
,,#,
84001211,60100015,#,
84001212,60100015,#,
84001213,60100015,#,
,,#,
84001221,60100015,#,
84001222,60100015,#,
84001223,60100015,#,
,,#,
84001233,60100015,#,
84001234,60100015,#,
84001235,60100015,#,
,,#,
84001241,60100015,#,
84001242,60100015,#,
84001243,60100015,#,
,,#,
,,#,
84001301,60100016,#,
84001302,60100016,#,
84001303,60100016,#,
,,#,
84001313,60100016,#,
84001315,60100016,#,
,,#,
84001321,60100016,#,
84001322,60100016,#,
84001323,60100016,#,
,,#,
84001331,60100016,#,
84001332,60100016,#,
84001333,60100016,#,
,,#,
84001343,60100016,#,
84001345,60100016,#,
,,#,
,,#,
84001403,60100017,#,
84001405,60100017,#,
,,#,
84001413,60100017,#,
84001415,60100017,#,
,,#,
84001421,60100017,#,
84001422,60100017,#,
84001423,60100017,#,
,,#,
84001431,60100017,#,
84001432,60100017,#,
84001433,60100017,#,
,,#,
84001441,60100017,#,
84001442,60100017,#,
84001443,60100017,#,
,,#,
,,#,
84001503,60100018,#,
84001505,60100018,#,
,,#,
84001511,60100018,#,
84001512,60100018,#,
84001513,60100018,#,
,,#,
84001521,60100018,#,
84001522,60100018,#,
84001523,60100018,#,
,,#,
84001533,60100018,#,
84001535,60100018,#,
,,#,
84001541,60100018,#,
84001542,60100018,#,
84001543,60100018,#,
,,#,
,,#,
84001603,60100019,#,
84001604,60100019,#,
84001605,60100019,#,
,,#,
84001611,60100019,#,
84001612,60100019,#,
84001613,60100019,#,
,,#,
84001623,60100019,#,
84001624,60100019,#,
84001625,60100019,#,
,,#,
84001631,60100019,#,
84001632,60100019,#,
84001633,60100019,#,
,,#,
84001641,60100019,#,
84001642,60100019,#,
84001643,60100019,#,
,,#,
,,#,
84001703,60100020,#,
84001704,60100020,#,
84001705,60100020,#,
,,#,
84001711,60100020,#,
84001712,60100020,#,
84001713,60100020,#,
,,#,
84001721,60100020,#,
84001722,60100020,#,
84001723,60100020,#,
,,#,
84001731,60100020,#,
84001732,60100020,#,
84001733,60100020,#,
,,#,
84001743,60100020,#,
84001744,60100020,#,
84001745,60100020,#,
,,#,
,,#,
84001803,60100021,#,
84001804,60100021,#,
84001805,60100021,#,
,,#,
84001813,60100021,#,
84001814,60100021,#,
84001815,60100021,#,
,,#,
84001821,60100021,#,
84001822,60100021,#,
84001823,60100021,#,
,,#,
84001831,60100021,#,
84001832,60100021,#,
84001833,60100021,#,
,,#,
84001841,60100021,#,
84001842,60100021,#,
84001843,60100021,#,
,,#,
,,#,
84001901,60100022,#,
84001902,60100022,#,
84001903,60100022,#,
,,#,
84001911,60100022,#,
84001912,60100022,#,
84001913,60100022,#,
,,#,
84001923,60100022,#,
84001924,60100022,#,
84001925,60100022,#,
,,#,
84001933,60100022,#,
84001934,60100022,#,
84001935,60100022,#,
,,#,
84001941,60100022,#,
84001942,60100022,#,
84001943,60100022,#,
,,#,
,,#,
84002001,60100023,#,
84002002,60100023,#,
84002003,60100023,#,
,,#,
84002013,60100023,#,
84002014,60100023,#,
84002015,60100023,#,
,,#,
84002021,60100023,#,
84002022,60100023,#,
84002023,60100023,#,
,,#,
84002031,60100023,#,
84002032,60100023,#,
84002033,60100023,#,
,,#,
84002043,60100023,#,
84002044,60100023,#,
84002045,60100023,#,
,,#,
,,#,
84002101,60100024,#,
84002102,60100024,#,
84002103,60100024,#,
,,#,
84002111,60100024,#,
84002112,60100024,#,
84002113,60100024,#,
,,#,
84002121,60100024,#,
84002122,60100024,#,
84002123,60100024,#,
,,#,
,,#,
84002201,60100025,#,
84002202,60100025,#,
84002203,60100025,#,
,,#,
84002211,60100025,#,
84002212,60100025,#,
84002213,60100025,#,
,,#,
84002221,60100025,#,
84002222,60100025,#,
84002223,60100025,#,
,,#,
84002233,60100025,#,
84002234,60100025,#,
84002235,60100025,#,
,,#,
84002243,60100025,#,
84002244,60100025,#,
84002245,60100025,#,
,,#,
,,#,
84002301,60100026,#,
84002302,60100026,#,
84002303,60100026,#,
,,#,
84002311,60100026,#,
84002312,60100026,#,
84002313,60100026,#,
,,#,
84002321,60100026,#,
84002322,60100026,#,
84002323,60100026,#,
,,#,
,,#,
84002403,60100027,#,
84002404,60100027,#,
84002405,60100027,#,
,,#,
84002413,60100027,#,
84002414,60100027,#,
84002415,60100027,#,
,,#,
84002421,60100027,#,
84002422,60100027,#,
84002423,60100027,#,
,,#,
84002431,60100027,#,
84002432,60100027,#,
84002433,60100027,#,
,,#,
84002441,60100027,#,
84002442,60100027,#,
84002443,60100027,#,
,,#,
,,#,
84002501,60100028,#,
84002502,60100028,#,
84002503,60100028,#,
,,#,
84002513,60100028,#,
84002514,60100028,#,
84002515,60100028,#,
,,#,
84002523,60100028,#,
84002524,60100028,#,
84002525,60100028,#,
,,#,
84002531,60100028,#,
84002532,60100028,#,
84002533,60100028,#,
,,#,
84002541,60100028,#,
84002542,60100028,#,
84002543,60100028,#,
,,#,
,,#,
84002601,60100029,#,
84002602,60100029,#,
84002603,60100029,#,
,,#,
84002611,60100029,#,
84002612,60100029,#,
84002613,60100029,#,
,,#,
84002621,60100029,#,
84002622,60100029,#,
84002623,60100029,#,
,,#,
84002633,60100029,#,
84002634,60100029,#,
84002635,60100029,#,
,,#,
84002643,60100029,#,
84002644,60100029,#,
84002645,60100029,#,
,,#,
,,#,
84002701,60100030,#,
84002702,60100030,#,
84002703,60100030,#,
,,#,
84002711,60100030,#,
84002712,60100030,#,
84002713,60100030,#,
,,#,
84002721,60100030,#,
84002722,60100030,#,
84002723,60100030,#,
,,#,
,,#,
84002803,60100031,#,
84002804,60100031,#,
84002805,60100031,#,
,,#,
84002813,60100031,#,
84002814,60100031,#,
84002815,60100031,#,
,,#,
84002821,60100031,#,
84002822,60100031,#,
84002823,60100031,#,
,,#,
84002831,60100031,#,
84002832,60100031,#,
84002833,60100031,#,
,,#,
84002841,60100031,#,
84002842,60100031,#,
84002843,60100031,#,
,,#,
,,#,
84002901,60100032,#,
84002902,60100032,#,
84002903,60100032,#,
,,#,
84002911,60100032,#,
84002912,60100032,#,
84002913,60100032,#,
,,#,
84002921,60100032,#,
84002922,60100032,#,
84002923,60100032,#,
,,#,
84002933,60100032,#,
84002934,60100032,#,
84002935,60100032,#,
,,#,
84002943,60100032,#,
84002944,60100032,#,
84002945,60100032,#,
,,#,
,,#,
84003003,60100033,#,
84003004,60100033,#,
84003005,60100033,#,
,,#,
84003011,60100033,#,
84003012,60100033,#,
84003013,60100033,#,
,,#,
84003021,60100033,#,
84003022,60100033,#,
84003023,60100033,#,
,,#,
84003033,60100033,#,
84003034,60100033,#,
84003035,60100033,#,
,,#,
84003041,60100033,#,
84003042,60100033,#,
84003043,60100033,#,
,,#,
,,#,
84003101,60100034,#,
84003102,60100034,#,
84003103,60100034,#,
,,#,
84003111,60100034,#,
84003112,60100034,#,
84003113,60100034,#,
,,#,
84003121,60100034,#,
84003122,60100034,#,
84003123,60100034,#,
,,#,
,,#,
84003203,60100035,#,
84003204,60100035,#,
84003205,60100035,#,
,,#,
84003213,60100035,#,
84003214,60100035,#,
84003215,60100035,#,
,,#,
84003221,60100035,#,
84003222,60100035,#,
84003223,60100035,#,
,,#,
84003231,60100035,#,
84003232,60100035,#,
84003233,60100035,#,
,,#,
84003241,60100035,#,
84003242,60100035,#,
84003243,60100035,#,
,,#,
,,#,
84003303,60100036,#,
84003304,60100036,#,
84003305,60100036,#,
,,#,
84003311,60100036,#,
84003312,60100036,#,
84003313,60100036,#,
,,#,
84003321,60100036,#,
84003322,60100036,#,
84003323,60100036,#,
,,#,
84003331,60100036,#,
84003332,60100036,#,
84003333,60100036,#,
,,#,
84003343,60100036,#,
84003344,60100036,#,
84003345,60100036,#,
,,#,
,,#,
84003401,60100037,#,
84003402,60100037,#,
84003403,60100037,#,
,,#,
84003411,60100037,#,
84003412,60100037,#,
84003413,60100037,#,
,,#,
84003421,60100037,#,
84003422,60100037,#,
84003423,60100037,#,
,,#,
84003433,60100037,#,
84003434,60100037,#,
84003435,60100037,#,
,,#,
84003443,60100037,#,
84003444,60100037,#,
84003445,60100037,#,
,,#,
,,#,
84003503,60100038,#,
84003504,60100038,#,
84003505,60100038,#,
,,#,
84003511,60100038,#,
84003512,60100038,#,
84003513,60100038,#,
,,#,
84003521,60100038,#,
84003522,60100038,#,
84003523,60100038,#,
,,#,
84003531,60100038,#,
84003532,60100038,#,
84003533,60100038,#,
,,#,
84003543,60100038,#,
84003544,60100038,#,
84003545,60100038,#,
,,#,
,,#,
84003601,60100039,#,
84003602,60100039,#,
84003603,60100039,#,
,,#,
84003611,60100039,#,
84003612,60100039,#,
84003613,60100039,#,
,,#,
84003623,60100039,#,
84003624,60100039,#,
84003625,60100039,#,
,,#,
84003631,60100039,#,
84003632,60100039,#,
84003633,60100039,#,
,,#,
84003643,60100039,#,
84003644,60100039,#,
84003645,60100039,#,
,,#,
,,#,
84003701,60100040,#,
84003702,60100040,#,
84003703,60100040,#,
,,#,
84003711,60100040,#,
84003712,60100040,#,
84003713,60100040,#,
,,#,
84003721,60100040,#,
84003722,60100040,#,
84003723,60100040,#,
,,#,
,,#,
84003801,60100041,#,
84003802,60100041,#,
84003803,60100041,#,
,,#,
84003811,60100041,#,
84003812,60100041,#,
84003813,60100041,#,
,,#,
84003821,60100041,#,
84003822,60100041,#,
84003823,60100041,#,
,,#,
,,#,
84003901,60100042,#,
84003902,60100042,#,
84003903,60100042,#,
,,#,
84003911,60100042,#,
84003912,60100042,#,
84003913,60100042,#,
,,#,
84003923,60100042,#,
84003924,60100042,#,
84003925,60100042,#,
,,#,
84003933,60100042,#,
84003934,60100042,#,
84003935,60100042,#,
,,#,
84003941,60100042,#,
84003942,60100042,#,
84003943,60100042,#,
,,#,
,,#,
84900001,60100011,#,
84900002,60100011,#,
84900003,60100011,#,
84900005,60100011,#,
,,#,
84900011,60100011,#,
84900012,60100011,#,
84900013,60100011,#,
84900015,60100011,#,
,,#,
84900021,60100011,#,
84900022,60100011,#,
84900023,60100011,#,
84900025,60100011,#,
,,#,
84900031,60100011,#,
84900032,60100011,#,
84900033,60100011,#,
84900035,60100011,#,
,,#,
84900041,60100011,#,
84900042,60100011,#,
84900043,60100011,#,
84900045,60100011,#,
,,#,
,,#,
84900101,60100011,#,
84900102,60100011,#,
84900103,60100011,#,
,,#,
84900111,60100011,#,
84900112,60100011,#,
84900113,60100011,#,
,,#,
84900121,60100011,#,
84900122,60100011,#,
84900123,60100011,#,
,,#,
84900131,60100011,#,
84900132,60100011,#,
84900133,60100011,#,
,,#,
84900141,60100011,#,
84900142,60100011,#,
84900143,60100011,#,
,,#,
85000108,60400013,#,
,,#,
#85100101,20000027,#,
#85100102,20000027,#,
#85100103,20000027,#,
#85100105,20000027,#,
,,#,
,,#,
#100010000,,#,
100010001,60400051,#,
100010002,60400051,#,
100010003,60400051,#,
#100010010,,#,
100010011,60400051,#,
100010012,60400051,#,
100010013,60400051,#,
#100010020,,#,
100010021,60400051,#,
100010022,60400051,#,
#100010030,,#,
100010031,60400051,#,
100010032,60400051,#,
100010033,60400051,#,
#100010040,,#,
100010041,60400051,#,
100010042,60400051,#,
100010043,60400051,#,
100010044,60400051,#,
100010045,60400051,#,
100010046,60400051,#,
,,
#100020000,,#,
100020001,60400052,#,
100020002,60400052,#,
#100020003,60400052,#,
#100020010,,#,
100020011,60400052,#,
100020012,60400052,#,
#100020013,60400052,#,
#100020020,,#,
100020021,60400052,#,
100020022,60400052,#,
#100020030,,#,
100020031,60400052,#,
100020032,60400052,#,
#100020033,60400052,#,
#100020040,,#,
#100020041,60400052,#,
#100020042,60400052,#,
#100020043,60400052,#,
#100020044,60400052,#,
#100020045,60400052,#,
#100020046,60400052,#,
,,#,
#100030000,,#,
100030001,60400056,#,
100030002,60400056,#,
#100030003,60400056,#,
#100030010,,#,
100030011,60400056,#,
100030012,60400056,#,
#100030013,60400056,#,
#100030020,,#,
100030021,60400056,#,
100030022,60400056,#,
#100030030,,#,
100030031,60400056,#,
100030032,60400056,#,
#100030033,60400056,#,
#100030040,,#,
#100030041,60400056,#,
#100030042,60400056,#,
#100030044,60400056,#,
#100030045,60400056,#,
,,#,
100031051,60300901,#,
100031052,60300901,#,
100031053,60300901,#,
,,#,
#100040000,,#,
100040001,60400056,#,
100040002,60400056,#,
#100040003,60400056,#,
#100040010,,#,
100040011,60400056,#,
100040012,60400056,#,
#100040013,60400056,#,
#100040020,,#,
100040021,60400056,#,
100040022,60400056,#,
#100040030,,#,
100040031,60400056,#,
100040032,60400056,#,
#100040033,60400056,#,
#100040040,,#,
#100040041,60400056,#,
#100040042,60400056,#,
#100040043,60400056,#,
#100040044,60400056,#,
#100040045,60400056,#,
,,#,
100041051,60300901,#,
100041052,60300901,#,
100041053,60300901,#,
100041054,60300901,#,
,,#,
#100050000,,#,
100050001,60400065,#,
100050002,60400065,#,
#100050010,,#,
100050011,60400065,#,
100050012,60400065,#,
#100050020,,#,
100050021,60400065,#,
#100050030,,#,
100050031,60400065,#,
100050032,60400065,#,
#100050040,,#,
100050041,60400065,#,
100050042,60400065,#,
100050043,60400065,#,
100050044,60400065,#,
,,#,
100051051,10165090,#,
100051052,10165090,#,
100051053,10165090,#,
,,#,
#100070000,,#,
100070001,60400067,#,
100070002,60400067,#,
100070003,60400068,#,
#100070010,,#,
100070011,60400067,#,
100070012,60400067,#,
100070013,60400068,#,
#100070020,,#,
100070021,60400067,#,
100070022,60400067,#,
#100070030,,#,
100070031,60400067,#,
100070032,60400067,#,
100070033,60400068,#,
#100070040,,#,
100070041,60400068,#,
100070042,60400068,#,
100070043,60400068,#,
100070044,60400068,#,
100070045,60400068,#,
,,#,
100071051,60400068,#,
100071052,60400068,#,
100071053,60400068,#,
100071054,60400068,#,
,,#,
#100080000,,#,
100080001,,#,
100080002,,#,
#100080003,,#,
#100080010,,#,
100080011,,#,
100080012,,#,
#100080013,,#,
#100080020,,#,
100080021,,#,
100080022,,#,
#100080030,,#,
100080031,,#,
100080032,,#,
#100080033,,#,
#100080040,,#,
#100080041,,#,
#100080042,,#,
#100080043,,#,
#100080044,,#,
#100080045,,#,
,,#,
100081051,,#,
100081052,,#,
100081053,,#,
100081054,,#,
,,#,
#100090000,,#,
100090001,,#,
100090002,,#,
#100090010,,#,
100090011,,#,
100090012,,#,
#100090020,,#,
100090021,,#,
100090022,,#,
#100090030,,#,
100090031,,#,
100090032,,#,
#100090040,,#,
,,#,
#100100000,,#,
100100001,,#,
#100100002,,#,
#100100010,,#,
100100011,,#,
#100100012,,#,
#100100020,,#,
100100021,,#,
#100100030,,#,
100100031,,#,
#100100032,,#,
#100100040,,#,
#100100041,,#,
#100100042,,#,
#100100043,,#,
#100100044,,#,
#100100045,,#,
,,#,
100101051,,#,
100101052,,#,
100101053,,#,
100101054,,#,
,,#,
#100110000,,#,
100110001,,#,
100110002,,#,
100110003,,#,
#100110010,,#,
100110011,,#,
100110012,,#,
100110013,,#,
#100110020,,#,
100110021,,#,
100110022,,#,
#100110030,,#,
100110031,,#,
100110032,,#,
100110033,,#,
#100110040,,#,
100110041,,#,
100110042,,#,
100110043,,#,
100110044,,#,
100110045,,#,
,,#,
100111051,,#,
100111052,,#,
100111053,,#,
100111054,,#,
,,#,
#100120000,,#,
100120001,,#,
100120002,,#,
100120003,,#,
#100120010,,#,
100120011,,#,
100120012,,#,
100120013,,#,
#100120020,,#,
100120021,,#,
100120022,,#,
#100120030,,#,
100120031,,#,
100120032,,#,
100120033,,#,
#100120040,,#,
100120041,,#,
100120042,,#,
100120043,,#,
100120044,,#,
100120045,,#,
,,#,
100121051,,#,
100121052,,#,
100121053,,#,
100121054,,#,
,,#,
#100130000,,#,
100130001,,#,
100130002,,#,
#100130010,,#,
100130011,,#,
100130012,,#,
#100130020,,#,
100130021,,#,
#100130030,,#,
100130031,,#,
100130032,,#,
#100130040,,#,
100130041,,#,
100130042,,#,
100130043,,#,
100130044,,#,
100130045,,#,
,,#,
100131051,,#,
100131052,,#,
100131053,,#,
100131054,,#,
,,#,
#100140000,,#,
100140001,,#,
100140002,,#,
100140003,,#,
#100140010,,#,
100140011,,#,
100140012,,#,
100140013,,#,
#100140020,,#,
100140021,,#,
100140022,,#,
#100140030,,#,
100140031,,#,
100140032,,#,
100140033,,#,
100140034,,#,
#100140050,
100140041,,#,
100140042,,#,
100140043,,#,
100140044,,#,
100140045,,#,
,,#,
100141051,,#,
100141052,,#,
100141053,,#,
100141054,,#,
100141055,,#,
100141056,,#,
,,#,
#100150000,,#,
100150001,,#,
100150002,,#,
100150003,,#,
#100150010,,#,
100150011,,#,
100150012,,#,
100150013,,#,
#100150020,,#,
100150021,,#,
100150022,,#,
#100150030,,#,
100150031,,#,
100150032,,#,
100150033,,#,
#100150040,,#,
100150041,,#,
100150042,,#,
100150043,,#,
100150044,,#,
100150045,,#,
,,#,
100151051,,#,
100151052,,#,
100151053,,#,
100151054,,#,
100151055,,#,
100151056,,#,
,,#,
#100160000,,#,
100160001,,#,
100160002,,#,
#100160010,,#,
100160011,,#,
100160012,,#,
