#ID,２Ｄ演出,３Ｄ演出,,,,,共通演出,機能1,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,ムービー名,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,チェイン倍率,ヘイト上限,
1,,,,,,,,NONE,SELECT,,,,,,,,,,,,,,,,,,,,,,,




44153002,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,WIND,MAGIC,,,,
44153003,enemy_skill_debuff,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44153004,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44153004,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
44153005,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153005,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44153006,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153006,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153007,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153007,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,2000,0,0,0,MND,,,,,
44153008,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153008,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,2000,0,0,0,MND,,,,,
44153008,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153009,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153009,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153010,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153010,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,2000,0,0,0,MND,,,,,
44153011,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153011,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,2000,0,0,0,MND,,,,,
44153011,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153012,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153012,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153013,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153013,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,2000,0,0,0,MND,,,,,
44153014,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153014,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,2000,0,0,0,MND,,,,,
44153014,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153015,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153015,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153016,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153016,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,2000,0,0,0,MND,,,,,
44153017,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153017,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,2000,0,0,0,MND,,,,,
44153017,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,

44153101,enemy_skill_buff,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,10000,1000,0,0,,,,,,,
44153101,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,10000,1000,0,0,,,,,,,
44153102,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,WIND,MAGIC,,,,
44153103,enemy_skill_debuff,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44153104,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44153104,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
44153105,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153105,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44153106,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153106,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153107,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153107,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,5000,0,0,0,MND,,,,,
44153108,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153108,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,5000,0,0,0,MND,,,,,
44153108,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153108,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
44153109,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153109,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153110,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153110,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,5000,0,0,0,MND,,,,,
44153111,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153111,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,5000,0,0,0,MND,,,,,
44153111,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153111,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,
44153112,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153112,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153113,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153113,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,5000,0,0,0,MND,,,,,
44153114,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153114,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,5000,0,0,0,MND,,,,,
44153114,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153114,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,3,1,,,,,,,,,,,
44153115,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153115,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153116,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153116,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,5000,0,0,0,MND,,,,,
44153117,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153117,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,5000,0,0,0,MND,,,,,
44153117,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153117,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,4,1,,,,,,,,,,,

44153201,enemy_skill_buff,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,10000,1000,0,0,,,,,,,
44153201,,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,10000,1000,0,0,,,,,,,
44153202,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,20000,0,1000,0,1,INT,0,WIND,MAGIC,,,,
44153203,enemy_skill_debuff,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44153204,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44153204,,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,
44153205,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153205,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44153206,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153206,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153207,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153207,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,7500,0,0,0,MND,,,,,
44153208,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153208,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,7500,0,0,0,MND,,,,,
44153208,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153208,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
44153209,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153209,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153210,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153210,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,7500,0,0,0,MND,,,,,
44153211,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153211,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,7500,0,0,0,MND,,,,,
44153211,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153211,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,
44153212,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153212,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153213,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153213,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,7500,0,0,0,MND,,,,,
44153214,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153214,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,7500,0,0,0,MND,,,,,
44153214,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153214,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,3,1,,,,,,,,,,,
44153215,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153215,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44153216,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153216,,,,,,,,CARD_TRAP_DAMAGE,SELECT,,1,1,1,1,1,1,1,1,1,5,3,3,7500,0,0,0,MND,,,,,
44153217,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,WIND,PHYSICS,,,,
44153217,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,5,100,0,7500,0,0,0,MND,,,,,
44153217,,,,,,,,HEAL_REVERSE,SELECT,,1,1,1,1,1,1,1,1,1,99,100,0,,,,,,,,,,
44153217,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,SELECT,,1,1,1,1,1,1,1,1,1,4,1,,,,,,,,,,,


44154001,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
44154002,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1500,0,1,INT,0,LIGHT,MAGIC,,,,
44154003,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
44154004,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44154005,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44154006,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,500,0,1,INT,0,LIGHT,MAGIC,,,,
44154007,enemy_skill_magic_noname,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,500,0,1,INT,0,LIGHT,MAGIC,,,,
44154008,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,

44154101,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
44154102,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1500,0,1,INT,0,LIGHT,MAGIC,,,,
44154103,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
44154104,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44154104,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44154105,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,500,0,1,INT,0,LIGHT,MAGIC,,,,
44154106,enemy_skill_magic_noname,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,500,0,1,INT,0,LIGHT,MAGIC,,,,
44154107,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,

44154201,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
44154202,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1500,0,1,INT,0,LIGHT,MAGIC,,,,
44154203,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,INT,0,LIGHT,MAGIC,,,,
44154204,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44154204,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44154205,enemy_skill_magic_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,500,0,1,INT,0,LIGHT,MAGIC,,,,
44154206,enemy_skill_magic_noname,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,500,0,1,INT,0,LIGHT,MAGIC,,,,
44154207,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,INT,MND,1000,0,0,,,,,,,


44155001,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44155002,enemy_skill_buff_noname,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44155003,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44155003,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44155004,enemy_skill_buff_noname,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
44155004,,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,MND,1000,0,0,,,,,,,
44155005,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1000,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155005,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,3,100,0,1000,0,0,0,MND,,,,,
44155006,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1000,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155006,,,,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,3,3,1,1,ALL,ALL,1,5,1,,,,
44155007,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1000,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155007,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,2,DEF,MND,1000,0,0,,,,,,,
44155008,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1000,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155008,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,2,ATK,MND,1000,0,0,,,,,,,
44155008,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,2,INT,MND,1000,0,0,,,,,,,
44155009,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155009,,,,,,,,POISON,SELECT,,1,1,1,1,1,1,1,1,1,3,100,0,1000,0,0,0,MND,,,,,
44155010,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155010,,,,,,,,GUARD_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,2,DEF,MND,1000,0,0,,,,,,,
44155011,enemy_skill_attack_dispel_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155011,,,,,,,,BUFF_RELEASE_ONE,SELECT,,1,1,1,1,1,1,1,1,1,100,0,DEF_UP_BY_DEF,DEF_UP_BY_MDEF,0,0,,,,,,,
44155012,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155012,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,2,ATK,MND,1000,0,0,,,,,,,
44155012,,,,,,,,ATK_BREAK_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,2,INT,MND,1000,0,0,,,,,,,
44155013,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155013,,,,,,,,CARD_SEAL,SELECT,,1,1,1,1,1,1,1,1,1,3,3,1,1,ALL,ALL,1,5,1,,,,
44155014,enemy_skill_attack_debuff_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,DARK,PHYSICS,,,,
44155014,,,,,,,,DARKNESS_RANDOM,SELECT,,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,,,,,,,

44155101,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44155102,enemy_skill_buff_noname,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44155103,enemy_skill_buff,,,,,,,DEF_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,MND,1000,0,0,,,,,,,
