#ページ,ポジション,カードID,
311,6,10155004,
311,7,10155005,
311,8,10155006,
311,9,10155007,
311,10,10155008,
312,1,10155009,
312,2,10155010,
312,3,10155011,
312,4,10155012,
312,5,10155013,
312,6,10155014,
312,7,10155015,
312,8,10155016,
312,9,10155033,
312,10,10155034,
313,1,10155035,
313,2,10155036,
313,3,10155037,
313,4,10155038,
313,5,10155039,
313,6,10155040,
313,7,10155041,
313,8,10155042,
313,9,10155043,
313,10,10155044,
314,1,10155045,
314,2,10155046,
314,3,10155047,
314,4,10155048,
314,5,10155049,
314,6,10155050,
314,7,10155051,
314,8,10155052,
314,9,10155069,
314,10,10155070,
315,1,10155071,
315,2,10155072,
315,3,10155073,
315,4,10155074,
315,5,10155075,
315,6,10155076,
315,7,10155077,
315,8,10155078,
315,9,10155079,
315,10,10155080,
316,1,10155081,
316,2,10155082,
316,3,10155083,
316,4,10155084,
316,5,10155085,
316,6,10155086,
316,7,10155087,
316,8,10155088,
316,9,10155089,
316,10,10155090,
317,1,10155091,
317,2,10155092,
317,3,10155093,
317,4,10155094,
317,5,10156001,
317,6,10156002,
317,7,10156003,
317,8,10156004,
317,9,10156005,
317,10,10156006,
318,1,10156007,
318,2,10156008,
318,3,10156009,
318,4,10156010,
318,5,10156011,
318,6,10156012,
318,7,10156013,
318,8,10156014,
318,9,10156015,
318,10,10156016,
319,1,10156017,
319,2,10156018,
319,3,10156019,
319,4,10156020,
319,5,10156021,
319,6,10156022,
319,7,10156023,
319,8,10156024,
319,9,10156025,
319,10,10156026,
320,1,10156027,
320,2,10156028,
320,3,10156029,
320,4,10156030,
320,5,10156031,
320,6,10156032,
320,7,10156033,
320,8,10156034,
320,9,10156035,
320,10,10156036,
321,1,10156037,
321,2,10156038,
321,3,10156039,
321,4,10156040,
321,5,10156041,
321,6,10156042,
321,7,10156043,
321,8,10156044,
321,9,10156045,
321,10,10156046,
322,1,10156047,
322,2,10156048,
322,3,10156049,
322,4,10156050,
322,5,10156051,
322,6,10156052,
322,7,10156053,
322,8,10156054,
322,9,10156055,
322,10,10156056,
323,1,10156057,
323,2,10156058,
323,3,10156059,
323,4,10156060,
323,5,10156061,
323,6,10156062,
323,7,10156063,
323,8,10156064,
323,9,10156065,
323,10,10156066,
324,1,10156067,
324,2,10156068,
324,3,10156069,
324,4,10156070,
324,5,10156071,
324,6,10156072,
324,7,10156073,
324,8,10156074,
324,9,10156075,
324,10,10156076,
325,1,10157001,
325,2,10157002,
325,3,10157003,
325,4,10157004,
325,5,10157005,
325,6,10157006,
325,7,10157007,
325,8,10157008,
325,9,10157009,
325,10,10157010,
326,1,10157011,
326,2,10157012,
326,3,10157013,
326,4,10157014,
326,5,10157015,
326,6,10157016,
326,7,10157017,
326,8,10157018,
326,9,10157019,
326,10,10157020,
327,1,10157021,
327,2,10157022,
327,3,10157023,
327,4,10157024,
327,5,10157068,
327,6,10157069,
327,7,10157070,
327,8,10157071,
327,9,10157029,
327,10,10157030,
328,1,10157031,
328,2,10157032,
328,3,10157033,
328,4,10157034,
328,5,10157035,
328,6,10157036,
328,7,10157037,
328,8,10157038,
328,9,10157039,
328,10,10157040,
329,1,10157041,
329,2,10157042,
329,3,10157043,
329,4,10157044,
329,5,10157045,
329,6,10157046,
329,7,10157047,
329,8,10157048,
329,9,10157052,
329,10,10157053,
330,1,10157054,
330,2,10157055,
330,3,10157056,
330,4,10157057,
330,5,10157058,
330,6,10157059,
330,7,10157060,
330,8,10157061,
330,9,10157062,
330,10,10157063,
331,1,10157064,
331,2,10157065,
331,3,10157066,
331,4,10157067,
331,5,10157025,
331,6,10157026,
331,7,10157027,
331,8,10157028,
331,9,10157072,
331,10,10157073,
332,1,10157074,
332,2,10157075,
332,3,10157076,
332,4,10157077,
332,5,10157078,
332,6,10157079,
332,7,10157080,
332,8,10157081,
332,9,10157082,
332,10,10157083,
333,1,10157084,
333,2,10157085,
333,3,10157086,
333,4,10157087,
333,5,10157088,
333,6,10157089,
333,7,10157090,
333,8,10157091,
333,9,10157092,
333,10,10157093,
334,1,10157094,
334,2,10157095,
334,3,10157049,
334,4,10157050,
334,5,10157051,
334,6,10157096,
334,7,10157097,
334,8,10158001,
334,9,10158002,
334,10,10158003,
335,1,10158004,
335,2,10158005,
335,3,10158006,
335,4,10158007,
335,5,10158008,
335,6,10158009,
335,7,10158010,
335,8,10158011,
335,9,10158012,
335,10,10158013,
336,1,10158014,
336,2,10158015,
336,3,10158016,
336,4,10158017,
336,5,10158018,
336,6,10158019,
336,7,10158020,
336,8,10158021,
336,9,10158022,
336,10,10158023,
337,1,10158024,
337,2,10158025,
337,3,10158026,
337,4,10158027,
337,5,10158028,
337,6,10158029,
337,7,10158030,
337,8,10158031,
337,9,10158032,
337,10,10158033,
338,1,10158034,
338,2,10158035,
338,3,10158036,
338,4,10158037,
338,5,10158038,
338,6,10158039,
338,7,10158040,
338,8,10158041,
338,9,10158042,
338,10,10158043,
339,1,10158044,
339,2,10158045,
339,3,10158046,
339,4,10158047,
339,5,10158048,
339,6,10158069,
339,7,10158070,
339,8,10158071,
339,9,10158072,
339,10,10158073,
340,1,10158074,
340,2,10158075,
340,3,10158076,
340,4,10158077,
340,5,10158078,
340,6,10158079,
340,7,10158080,
340,8,10158081,
340,9,10158082,
340,10,10158083,
341,1,10158084,
341,2,99963033,
341,3,99963034,
341,4,99963035,
341,5,99963036,
341,6,99963037,
341,7,99963038,
341,8,99963039,
341,9,99963040,
341,10,99963041,
342,1,99963042,
342,2,99963043,
342,3,99963044,
342,4,99963045,
342,5,99963046,
342,6,99963047,
342,7,99963048,
342,8,99963049,
342,9,99963050,
342,10,99963051,
343,1,99963052,
343,2,99963053,
343,3,99963054,
343,4,99963055,
343,5,99963056,
343,6,99963057,
343,7,99963058,
343,8,99963059,
343,9,99963060,
343,10,99963061,
344,1,99963062,
344,2,99963063,
344,3,99963064,
344,4,10158049,
344,5,10158050,
344,6,10158051,
344,7,10158052,
344,8,10158053,
344,9,10158054,
344,10,10158055,
345,1,10158056,
345,2,10158057,
345,3,10158058,
345,4,10158059,
345,5,10158060,
345,6,10158061,
345,7,10158062,
345,8,10158063,
345,9,10158064,
345,10,10158065,
346,1,10158066,
346,2,10158067,
346,3,10158068,
346,4,10159001,
346,5,10159002,
346,6,10159003,
346,7,10159004,
346,8,10159005,
346,9,10159006,
346,10,10159007,
347,1,10159008,
347,2,10159009,
347,3,10159010,
347,4,10159011,
347,5,10159012,
347,6,10159013,
347,7,10159014,
347,8,10159015,
347,9,10159016,
347,10,10159017,
348,1,10159018,
348,2,10159019,
348,3,10159020,
348,4,10159021,
348,5,10159022,
348,6,10159023,
348,7,10159024,
348,8,10159025,
348,9,10159026,
348,10,10159027,
349,1,10159028,
349,2,10159029,
349,3,10159030,
349,4,10159031,
349,5,10159032,
349,6,10159033,
349,7,10159034,
349,8,10159035,
349,9,10159036,
349,10,10159037,
350,1,10159038,
350,2,10159039,
350,3,10159040,
350,4,10159041,
350,5,10159042,
350,6,10159043,
350,7,10159044,
350,8,10159045,
350,9,10159046,
350,10,10159047,
351,1,10159048,
351,2,10159072,
351,3,10159077,
351,4,10159078,
351,5,10159079,
351,6,10159068,
351,7,10159049,
351,8,10159050,
351,9,10159051,
351,10,10159052,
352,1,10159053,
352,2,10159054,
352,3,10159055,
352,4,10159056,
352,5,10159057,
352,6,10159058,
352,7,10159059,
352,8,10159060,
352,9,10159061,
352,10,10159062,
353,1,10159063,
353,2,10159064,
353,3,10159073,
353,4,10159074,
353,5,10159075,
353,6,10159076,
353,7,10160001,
353,8,10160002,
353,9,10160003,
353,10,10160004,
354,1,10160005,
354,2,10160006,
354,3,10160007,
354,4,10160008,
354,5,10160009,
354,6,10160010,
354,7,10160011,
354,8,10160012,
354,9,10160013,
354,10,10160014,
355,1,10160015,
355,2,10160016,
355,3,10160017,
355,4,10160018,
355,5,10160019,
355,6,10160020,
355,7,10160021,
355,8,10160022,
355,9,10160023,
355,10,10160024,
356,1,10160025,
356,2,10160026,
356,3,10160027,
356,4,10160028,
356,5,10160029,
356,6,10160030,
356,7,10160031,
356,8,10160032,
356,9,10160033,
356,10,10160034,
357,1,10160035,
357,2,10160036,
357,3,10160037,
357,4,10160038,
357,5,10160039,
357,6,10160040,
357,7,10160041,
357,8,10160042,
357,9,10160043,
357,10,10160044,
358,1,10160045,
358,2,10160046,
358,3,10160047,
358,4,10160048,
358,5,10160053,
358,6,10160054,
358,7,10160055,
358,8,10160056,
358,9,10160069,
358,10,10160070,
359,1,10160071,
359,2,10160072,
359,3,10160073,
359,4,10160074,
359,5,10160075,
359,6,10160076,
359,7,10160077,
359,8,10160078,
359,9,10160079,
359,10,10160080,
360,1,10160081,
360,2,10160082,
360,3,10160083,
360,4,10160084,
360,5,10161001,
360,6,10161002,
360,7,10161003,
360,8,10161004,
360,9,10161005,
360,10,10161006,
361,1,10161007,
361,2,10161008,
361,3,10161009,
361,4,10161010,
361,5,10161011,
361,6,10161012,
361,7,10161013,
361,8,10161014,
361,9,10161015,
361,10,10161016,
362,1,10161041,
362,2,10161042,
362,3,10161043,
362,4,10161044,
362,5,10161033,
362,6,10161034,
362,7,10161035,
362,8,10161036,
362,9,10161074,
362,10,10161075,
363,1,10161076,
363,2,10161077,
363,3,10161078,
363,4,10161079,
363,5,10161080,
363,6,10161081,
363,7,10161025,
363,8,10161026,
363,9,10161027,
363,10,10161028,
364,1,10161017,
364,2,10161018,
364,3,10161019,
364,4,10161020,
364,5,10161021,
364,6,10161022,
364,7,10161023,
364,8,10161024,
364,9,10161029,
364,10,10161030,
365,1,10161031,
365,2,10161032,
365,3,10161049,
365,4,10161050,
365,5,10161051,
365,6,10161052,
365,7,10161053,
365,8,10161054,
365,9,10161055,
365,10,10161056,
366,1,10161057,
366,2,10161058,
366,3,10161059,
366,4,10161060,
366,5,10161061,
366,6,10161062,
366,7,10161063,
366,8,10161064,
366,9,10161065,
366,10,10161066,
367,1,10161067,
367,2,10161068,
367,3,10161037,
367,4,10161038,
367,5,10161039,
367,6,10161040,
367,7,10161045,
367,8,10161046,
367,9,10161047,
367,10,10161048,
368,1,10161086,
368,2,10161087,
368,3,10161088,
368,4,10161089,
368,5,10161082,
368,6,10161083,
368,7,10161084,
368,8,10161085,
368,9,10161069,
368,10,10161070,
369,1,10161071,
369,2,10161072,
369,3,10161073,
369,4,10162033,
369,5,10162034,
369,6,10162035,
369,7,10162036,
369,8,10162037,
369,9,10162038,
369,10,10162039,
370,1,10162040,
370,2,10162041,
370,3,10162042,
370,4,10162043,
370,5,10162044,
370,6,10162045,
370,7,10162046,
370,8,10162047,
370,9,10162048,
370,10,10162017,
371,1,10162018,
371,2,10162019,
371,3,10162020,
371,4,10162021,
371,5,10162022,
371,6,10162023,
371,7,10162024,
371,8,10162025,
371,9,10162026,
371,10,10162027,
372,1,10162028,
372,2,10162029,
372,3,10162030,
372,4,10162031,
372,5,10162032,
372,6,10162069,
372,7,10162049,
372,8,10162050,
372,9,10162051,
372,10,10162052,
373,1,10162053,
373,2,10162054,
373,3,10162055,
373,4,10162056,
373,5,10162057,
373,6,10162058,
373,7,10162059,
373,8,10162060,
373,9,10162061,
373,10,10162062,
374,1,10162063,
374,2,10162064,
374,3,10162076,
374,4,10162077,
374,5,10162078,
374,6,10162079,
374,7,10162065,
374,8,10162066,
374,9,10162067,
374,10,10162068,
375,1,10162070,
375,2,10162071,
375,3,10162072,
375,4,10162073,
375,5,10162074,
375,6,10162075,
375,7,10162004,
375,8,10163001,
375,9,10163002,
375,10,10163003,
376,1,10163004,
376,2,10163005,
376,3,10163006,
376,4,10163007,
376,5,10163008,
376,6,10163009,
376,7,10163010,
376,8,10163011,
376,9,10163012,
376,10,10163013,
377,1,10163014,
377,2,10163015,
377,3,10163016,
377,4,10163017,
377,5,10163018,
377,6,10163019,
377,7,10163020,
377,8,10163025,
377,9,10163026,
377,10,10163027,
378,1,10163028,
378,2,10163029,
378,3,10163030,
378,4,10163031,
378,5,10163032,
378,6,10163065,
378,7,10163066,
378,8,10163067,
378,9,10163068,
378,10,10163069,
379,1,10163070,
379,2,10163071,
379,3,10163072,
379,4,10163073,
379,5,10163074,
379,6,10163075,
379,7,10163076,
379,8,10163077,
379,9,10163078,
379,10,10163079,
380,1,10163080,
380,2,10163033,
380,3,10163034,
380,4,10163035,
380,5,10163036,
380,6,10163037,
380,7,10163038,
380,8,10163039,
380,9,10163040,
380,10,10163041,
381,1,10163042,
381,2,10163043,
381,3,10163044,
381,4,10163045,
381,5,10163046,
381,6,10163047,
381,7,10163048,
381,8,10163049,
381,9,10163050,
381,10,10163051,
382,1,10163052,
382,2,10163053,
382,3,10163054,
382,4,10163055,
382,5,10163056,
382,6,10163057,
382,7,10163058,
382,8,10163059,
382,9,10163060,
382,10,10163061,
383,1,10163062,
383,2,10163063,
383,3,10163064,
383,4,10163081,
383,5,10163082,
383,6,10163083,
383,7,10163084,
383,8,10163085,
383,9,10163086,
383,10,10163087,
384,1,10163088,
384,2,10163089,
384,3,10163090,
384,4,10163091,
384,5,10163092,
384,6,10164033,
384,7,10164034,
384,8,10164035,
384,9,10164036,
384,10,10164037,
385,1,10164038,
385,2,10164039,
385,3,10164040,
385,4,10164041,
385,5,10164042,
385,6,10164043,
385,7,10164044,
385,8,10164045,
385,9,10164046,
385,10,10164047,
386,1,10164048,
386,2,10164017,
386,3,10164018,
386,4,10164019,
386,5,10164020,
386,6,10164021,
386,7,10164022,
386,8,10164023,
386,9,10164024,
386,10,10164025,
387,1,10164026,
387,2,10164027,
387,3,10164028,
387,4,10164029,
387,5,10164030,
387,6,10164031,
387,7,10164032,
387,8,10164065,
387,9,10164066,
387,10,10164067,
388,1,10164068,
388,2,11001010,
388,3,11001011,
388,4,11001012,
388,5,11001013,
388,6,11001014,
388,7,11001015,
388,8,11001016,
388,9,11001017,
388,10,11001018,
389,1,11001019,
389,2,11001050,
389,3,11001051,
389,4,11001052,
389,5,11001053,
389,6,11001054,
389,7,11001020,
389,8,11001021,
389,9,11001022,
389,10,11001023,
390,1,11001024,
390,2,11001025,
390,3,11001026,
390,4,11001027,
390,5,11001028,
390,6,11001029,
390,7,11001060,
390,8,11001061,
390,9,11001062,
390,10,11001063,
391,1,11001064,
391,2,11001030,
391,3,11001031,
391,4,11001032,
391,5,11001033,
391,6,11001034,
391,7,11001035,
391,8,11001036,
391,9,11001037,
391,10,11001038,
392,1,11001039,
392,2,11001070,
392,3,11001071,
392,4,11001072,
392,5,11001073,
392,6,11001074,
392,7,11001040,
392,8,11001041,
392,9,11001042,
392,10,11001043,
393,1,11001044,
393,2,11001045,
393,3,11001046,
393,4,11001047,
393,5,11001048,
393,6,11001049,
393,7,11001080,
393,8,11001081,
393,9,11001082,
393,10,11001083,
394,1,11001084,
394,2,20002026,
394,3,20002027,
394,4,20002028,
394,5,20002029,
394,6,20002030,
394,7,20002031,
394,8,20002032,
394,9,20002033,
394,10,20002034,
395,1,20002035,
395,2,20002036,
395,3,20002037,
395,4,10164001,
395,5,10164002,
395,6,10164003,
395,7,10164004,
395,8,10164005,
395,9,10164006,
395,10,10164007,
396,1,10164008,
396,2,10164009,
396,3,10164010,
396,4,10164011,
396,5,10164012,
396,6,10164013,
396,7,10164014,
396,8,10164015,
396,9,10164016,
396,10,10164052,
397,1,10164070,
397,2,10164071,
397,3,10164072,
397,4,10164073,
397,5,10164074,
397,6,10164075,
397,7,99965001,
397,8,99965002,
397,9,99965003,
397,10,99965004,
398,1,99965005,
398,2,99965006,
398,3,99965007,
398,4,99965008,
398,5,99965009,
398,6,99965010,
398,7,99965011,
398,8,99965012,
398,9,99965013,
398,10,99965014,
399,1,99965015,
399,2,99965016,
399,3,99966001,
399,4,99966002,
399,5,99966003,
399,6,99966004,
399,7,99966005,
399,8,99966006,
399,9,99966007,
399,10,99966008,
400,1,99966009,
400,2,99966010,
400,3,99966011,
400,4,99966012,
400,5,99966013,
400,6,99966014,
400,7,99966015,
400,8,99966016,
400,9,99966017,
400,10,99966018,
401,1,99966019,
401,2,99966020,
401,3,99966021,
401,4,99966022,
401,5,99966023,
401,6,99966024,
401,7,99966025,
401,8,99966026,
401,9,99966027,
401,10,99966028,
402,1,99966029,
402,2,99966030,
402,3,99966031,
402,4,99966032,
402,5,99966033,
402,6,99966034,
402,7,99966035,
402,8,99966036,
402,9,99966037,
402,10,99966038,
403,1,99966039,
403,2,99966040,
403,3,99966041,
403,4,99966042,
403,5,99966043,
403,6,99966044,
403,7,99966045,
403,8,99966046,
403,9,99966047,
403,10,99966048,
404,1,99966049,
404,2,99966050,
404,3,99966051,
404,4,99966052,
404,5,99966053,
404,6,99966054,
404,7,99966055,
404,8,99966056,
404,9,99966057,
404,10,99966058,
405,1,99966059,
405,2,99966060,
405,3,99966061,
405,4,99966062,
405,5,99966063,
405,6,99966064,
405,7,99966065,
405,8,99966066,
405,9,99967001,
405,10,99967002,
406,1,99967003,
406,2,99967004,
406,3,99967005,
406,4,99967006,
406,5,99967007,
406,6,99967008,
406,7,99967009,
406,8,99967010,
406,9,99967011,
406,10,99967012,
407,1,99968001,
407,2,99968002,
407,3,99968003,
407,4,99968004,
407,5,99968005,
407,6,99968006,
407,7,99968007,
407,8,99968008,
407,9,99968009,
407,10,99968010,
408,1,99968011,
408,2,99968012,
408,3,99968013,
408,4,99968014,
408,5,99968015,
408,6,99968016,
408,7,99968017,
408,8,99968018,
408,9,99968019,
408,10,99968020,
409,1,99968021,
409,2,99968022,
409,3,99968023,
409,4,99968024,
409,5,99968025,
409,6,99968026,
409,7,99968027,
409,8,99968028,
409,9,99968029,
409,10,99968030,
410,1,99968031,
410,2,99968032,
410,3,99968033,
410,4,99968034,
410,5,99968035,
410,6,99968036,
410,7,99968037,
410,8,99968038,
410,9,99968039,
410,10,99968040,
411,1,99968041,
411,2,99968042,
411,3,99968043,
411,4,99968044,
411,5,10164069,
411,6,10165065,
411,7,10165066,
411,8,10165067,
411,9,10165068,
411,10,10165069,
412,1,10165070,
412,2,10165071,
412,3,10165072,
412,4,10165073,
412,5,10165074,
412,6,10165075,
412,7,10165076,
412,8,10165077,
412,9,10165078,
412,10,10165079,
413,1,10165080,
413,2,99969069,
413,3,99969070,
413,4,99969071,
413,5,99969072,
413,6,10165125,
413,7,10165126,
413,8,10165127,
413,9,10165128,
413,10,10165129,
414,1,10165130,
414,2,10165131,
414,3,10166001,
414,4,10166002,
414,5,10166003,
414,6,10166004,
414,7,10166005,
414,8,10166006,
414,9,10166007,
414,10,10166008,
415,1,10166009,
415,2,10166010,
415,3,10166011,
415,4,10166012,
415,5,10166013,
415,6,10166014,
415,7,10166015,
415,8,10166016,
415,9,10166127,
415,10,10166128,
416,1,10166129,
416,2,10166130,
416,3,10166123,
416,4,10166124,
416,5,10166125,
416,6,10166126,
416,7,10166025,
416,8,10166026,
416,9,10166027,
416,10,10166028,
417,1,10166029,
417,2,10166030,
417,3,10166031,
417,4,10166032,
417,5,10166033,
417,6,10166034,
417,7,10166035,
417,8,10166036,
417,9,10166104,
417,10,10166105,
418,1,10166106,
418,2,10166107,
418,3,10166055,
418,4,10166056,
418,5,10166057,
418,6,10166058,
418,7,10166067,
418,8,10166068,
418,9,10166069,
418,10,10166070,
419,1,10166059,
419,2,10166060,
419,3,10166061,
419,4,10166062,
419,5,10166063,
419,6,10166064,
419,7,10166065,
419,8,10166066,
419,9,10166037,
419,10,10166038,
420,1,10166043,
420,2,10166044,
420,3,10166045,
420,4,10166046,
420,5,10166039,
420,6,10166040,
420,7,10166041,
420,8,10166042,
420,9,10166047,
420,10,10166048,
421,1,10166049,
421,2,10166050,
421,3,10166051,
421,4,10166052,
421,5,10166053,
421,6,10166054,
421,7,10166017,
421,8,10166018,
421,9,10166019,
421,10,10166020,
422,1,10166021,
422,2,10166022,
422,3,10166023,
422,4,10166024,
422,5,10166119,
422,6,10166120,
422,7,10166121,
422,8,10166122,
422,9,10166115,
422,10,10166116,
423,1,10166117,
423,2,10166118,
423,3,10166071,
423,4,10166108,
423,5,10166072,
423,6,10166073,
423,7,10166074,
423,8,10166075,
423,9,10166076,
423,10,10166077,
424,1,10166078,
424,2,10166079,
424,3,10166080,
424,4,10166081,
424,5,10166082,
424,6,10166083,
424,7,10166084,
424,8,10166085,
424,9,10166086,
424,10,10166087,
425,1,10166088,
425,2,10166089,
425,3,10166090,
425,4,10166091,
425,5,10166092,
425,6,10166093,
425,7,10166094,
425,8,10166095,
425,9,10166096,
425,10,10166097,
426,1,10166098,
426,2,10166099,
426,3,10166100,
426,4,10166101,
426,5,10166102,
426,6,10166103,
426,7,10166112,
426,8,10166113,
426,9,10166114,
426,10,99969000,
427,1,99969001,
427,2,99969002,
427,3,99969003,
427,4,99969004,
427,5,99969005,
427,6,99969006,
427,7,99969007,
427,8,99969008,
427,9,99969009,
427,10,99969010,
428,1,99969011,
428,2,99969012,
428,3,99969013,
428,4,99969014,
428,5,99969015,
428,6,99969016,
428,7,99969017,
428,8,99969018,
428,9,99969019,
428,10,99969020,
429,1,99969021,
429,2,99969022,
429,3,99969023,
429,4,99969024,
429,5,99969025,
429,6,99969026,
429,7,99969027,
429,8,99969028,
429,9,99969029,
429,10,99969030,
430,1,99969031,
430,2,99969032,
430,3,99969033,
430,4,99969034,
430,5,99969035,
430,6,99969036,
430,7,99969037,
430,8,99969038,
430,9,99969039,
430,10,99969040,
431,1,99969041,
431,2,99969042,
431,3,99969043,
431,4,99969044,
431,5,99969045,
431,6,99969046,
431,7,99969047,
431,8,99969048,
431,9,99969049,
431,10,99969050,
432,1,99969051,
432,2,99969052,
432,3,99969053,
432,4,99969054,
432,5,99969055,
432,6,99969056,
432,7,99969057,
432,8,99969058,
432,9,99969059,
432,10,99969060,
433,1,99969061,
433,2,99969062,
433,3,99969063,
433,4,99969064,
433,5,99969065,
433,6,99969066,
433,7,99969067,
433,8,10166109,
433,9,10166110,
433,10,10166111,
434,1,10167001,
434,2,10167002,
434,3,10167003,
434,4,10167004,
434,5,10167005,
434,6,10167006,
434,7,10167007,
434,8,10167008,
434,9,10167009,
434,10,10167010,
435,1,10167011,
435,2,10167012,
435,3,10167013,
435,4,10167014,
435,5,10167015,
435,6,10167016,
435,7,10167017,
435,8,10167018,
435,9,10167019,
435,10,10167020,
436,1,10167021,
436,2,10167022,
436,3,10167023,
436,4,10167024,
436,5,10167025,
436,6,10167026,
436,7,10167027,
436,8,10167028,
436,9,10167029,
436,10,10167030,
437,1,10167031,
437,2,10167032,
437,3,10167033,
437,4,10167034,
437,5,10167035,
437,6,10167036,
437,7,10167041,
437,8,10167042,
437,9,10167043,
437,10,10167044,
438,1,10167045,
438,2,10167046,
438,3,10167047,
438,4,10167048,
438,5,10167079,
438,6,10167080,
438,7,10167081,
438,8,10167082,
438,9,10167083,
438,10,10167084,
439,1,10167085,
439,2,10167086,
439,3,10167037,
439,4,10167038,
439,5,10167039,
439,6,10167040,
439,7,10167103,
439,8,10167104,
439,9,10167105,
439,10,10167106,
440,1,10167107,
440,2,10167108,
440,3,10167109,
440,4,10167110,
440,5,10167095,
440,6,10167096,
440,7,10167097,
440,8,10167098,
440,9,10167099,
440,10,10167100,
441,1,10167101,
441,2,10167102,
441,3,10167073,
441,4,10167074,
441,5,10167075,
441,6,10167076,
441,7,10167077,
441,8,10167078,
441,9,10167060,
441,10,10168001,
442,1,10168002,
442,2,10168003,
442,3,10168004,
442,4,10168005,
442,5,10168006,
442,6,10168007,
442,7,10168008,
442,8,10168009,
442,9,10168010,
442,10,10168011,
443,1,10168012,
443,2,10168013,
443,3,10168014,
443,4,10168015,
443,5,10168016,
443,6,10168017,
443,7,10168018,
443,8,10168019,
443,9,10168020,
443,10,10168021,
444,1,10168022,
444,2,10168023,
444,3,10168024,
444,4,10168025,
444,5,10168026,
444,6,10168027,
444,7,10168028,
444,8,10168029,
444,9,10168030,
444,10,10168031,
445,1,10168032,
445,2,10168033,
445,3,10168034,
445,4,10168035,
445,5,10168036,
445,6,10168037,
445,7,10168038,
445,8,10168039,
445,9,10168040,
445,10,10168041,
446,1,10168042,
446,2,10168043,
446,3,10168044,
446,4,10168045,
446,5,10168046,
446,6,10168047,
446,7,10168048,
446,8,10168049,
446,9,10168050,
446,10,10168051,
447,1,10168052,
447,2,10168053,
447,3,10168054,
447,4,10168055,
447,5,10168056,
447,6,10168057,
447,7,10168058,
447,8,10168059,
447,9,10168060,
447,10,10168061,
448,1,10168062,
448,2,10168063,
448,3,10168064,
448,4,10168065,
448,5,10168066,
448,6,10168067,
448,7,10168068,
448,8,10168069,
448,9,10168070,
448,10,10168071,
449,1,10168072,
449,2,10168073,
449,3,10168074,
449,4,10168075,
449,5,10168076,
449,6,10168077,
449,7,10168078,
449,8,10168079,
449,9,10168080,
449,10,10168081,
450,1,10169073,
450,2,10169074,
450,3,10169075,
450,4,10169076,
450,5,10169077,
450,6,10169078,
450,7,10169079,
450,8,10169080,
450,9,10169081,
450,10,10169082,
451,1,10169083,
451,2,10169084,
451,3,10169085,
451,4,10169086,
451,5,10169087,
451,6,10169088,
451,7,10169001,
451,8,10169002,
451,9,10169003,
451,10,10169004,
452,1,10169005,
452,2,10169006,
452,3,10169007,
452,4,10169008,
452,5,10169009,
452,6,10169010,
452,7,10169011,
452,8,10169012,
452,9,10169013,
452,10,10169014,
453,1,10169015,
453,2,10169016,
453,3,10169017,
453,4,10169018,
453,5,10169019,
453,6,10169020,
453,7,10169021,
453,8,10169022,
453,9,10169023,
453,10,10169024,
454,1,10169025,
454,2,10169026,
454,3,10169027,
454,4,10169028,
454,5,10169029,
454,6,10169030,
454,7,10169031,
454,8,10169032,
454,9,10169033,
454,10,10169034,
455,1,10169035,
455,2,10169036,
455,3,10169037,
455,4,10169038,
455,5,10169039,
455,6,10169040,
455,7,10169041,
455,8,10169042,
455,9,10169043,
455,10,10169044,
456,1,10169045,
456,2,10169046,
456,3,10169047,
456,4,10169048,
456,5,10169049,
456,6,10169050,
456,7,10169051,
456,8,10169052,
456,9,10169053,
456,10,10169054,
457,1,10169055,
457,2,10169056,
457,3,10169057,
457,4,10169058,
457,5,10169059,
457,6,10169060,
457,7,10169061,
457,8,10169062,
457,9,10169063,
457,10,10169064,
458,1,10169065,
458,2,10169066,
458,3,10169067,
458,4,10169068,
458,5,10169069,
458,6,10169070,
458,7,10169071,
458,8,10169072,
458,9,10169091,
458,10,10169092,
459,1,10169093,
459,2,10169094,
459,3,10169095,
459,4,10169096,
459,5,10169089,
459,6,10169090,
459,7,10170001,
459,8,10170002,
459,9,10170003,
459,10,10170004,
460,1,10170005,
460,2,10170006,
460,3,10170007,
460,4,10170008,
460,5,10170009,
460,6,10170010,
460,7,10170011,
460,8,10170012,
460,9,10170013,
460,10,10170014,
461,1,10170015,
461,2,10170016,
461,3,10170021,
461,4,10170022,
461,5,10170023,
461,6,10170024,
461,7,10170017,
461,8,10170018,
461,9,10170019,
461,10,10170020,
462,1,10170029,
462,2,10170030,
462,3,10170031,
462,4,10170032,
462,5,10170025,
462,6,10170026,
462,7,10170027,
462,8,10170028,
462,9,10170033,
462,10,10170034,
463,1,10170035,
463,2,10170036,
463,3,10170037,
463,4,10170038,
463,5,10170039,
463,6,10170040,
463,7,10170041,
463,8,10170042,
463,9,10170043,
463,10,10170044,
464,1,10170045,
464,2,10170046,
464,3,10170047,
464,4,10170048,
464,5,10170049,
464,6,10170050,
464,7,10170051,
464,8,10170052,
464,9,99971000,
464,10,99971001,
465,1,99971002,
465,2,99971003,
465,3,99971004,
465,4,99971005,
465,5,99971006,
465,6,99971007,
465,7,99971008,
465,8,99971009,
465,9,99971010,
465,10,99971011,
466,1,99971012,
466,2,99971013,
466,3,99971014,
466,4,99971015,
466,5,99971016,
466,6,99971017,
466,7,99971018,
466,8,99971019,
